customer_id,date,merchant,category,amount,direction,is_true_recurring
C0001,2026-02-02,Coffee Shop,eating_out,3.89,debit,False
C0001,2026-02-03,Coffee Shop,eating_out,4.16,debit,False
C0001,2026-02-04,Supermarket,groceries,51.11,debit,False
C0001,2026-02-06,Gym,subscription,29.99,debit,True
C0001,2026-02-09,Video Streaming,subscription,10.99,debit,True
C0001,2026-02-11,Supermarket,groceries,99.78,debit,False
C0001,2026-02-13,Restaurant,eating_out,26.69,debit,False
C0001,2026-02-15,Electricity,utilities,74.78,debit,True
C0001,2026-02-15,Supermarket,groceries,12.89,debit,False
C0001,2026-02-17,Cloud Storage,subscription,2.99,debit,True
C0001,2026-02-17,Coffee Shop,eating_out,7.5,debit,False
C0001,2026-02-18,Restaurant,eating_out,14.5,debit,False
C0001,2026-02-19,Fuel,transport,133.09,debit,False
C0001,2026-02-19,Online Retailer,shopping,192.24,debit,False
C0001,2026-02-19,Rent / Mortgage,housing,872.22,debit,True
C0001,2026-02-20,Online Retailer,shopping,58.56,debit,False
C0001,2026-02-22,Rail,transport,11.61,debit,False
C0001,2026-02-23,Fuel,transport,35.73,debit,False
C0001,2026-02-24,Supermarket,groceries,20.8,debit,False
C0001,2026-02-26,Online Retailer,shopping,68.45,debit,False
C0001,2026-02-26,Restaurant,eating_out,25.52,debit,False
C0001,2026-02-27,Coffee Shop,eating_out,4.99,debit,False
C0001,2026-02-27,Employer Payroll,income,2736.92,credit,True
C0001,2026-02-27,Supermarket,groceries,32.14,debit,False
C0001,2026-02-27,Supermarket,groceries,36.7,debit,False
C0001,2026-02-28,Fuel,transport,40.3,debit,False
C0001,2026-02-28,Rail,transport,20.54,debit,False
C0001,2026-02-28,Supermarket,groceries,94.35,debit,False
C0001,2026-03-02,Fuel,transport,42.0,debit,False
C0001,2026-03-02,Fuel,transport,33.09,debit,False
C0001,2026-03-03,Restaurant,eating_out,47.02,debit,False
C0001,2026-03-04,Restaurant,eating_out,15.39,debit,False
C0001,2026-03-06,Supermarket,groceries,108.68,debit,False
C0001,2026-03-07,Gym,subscription,29.99,debit,True
C0001,2026-03-07,Restaurant,eating_out,30.77,debit,False
C0001,2026-03-08,Supermarket,groceries,25.52,debit,False
C0001,2026-03-08,Supermarket,groceries,22.85,debit,False
C0001,2026-03-10,Video Streaming,subscription,10.99,debit,True
C0001,2026-03-14,Electricity,utilities,67.87,debit,True
C0001,2026-03-16,Fuel,transport,55.77,debit,False
C0001,2026-03-16,Rent / Mortgage,housing,855.7,debit,True
C0001,2026-03-17,Online Retailer,shopping,20.61,debit,False
C0001,2026-03-19,Cloud Storage,subscription,2.99,debit,True
C0001,2026-03-20,Fuel,transport,56.95,debit,False
C0001,2026-03-20,Rail,transport,21.31,debit,False
C0001,2026-03-21,Restaurant,eating_out,15.46,debit,False
C0001,2026-03-24,Coffee Shop,eating_out,4.39,debit,False
C0001,2026-03-24,Rail,transport,34.47,debit,False
C0001,2026-03-26,Rail,transport,27.37,debit,False
C0001,2026-03-27,Employer Payroll,income,2726.89,credit,True
C0001,2026-03-31,Supermarket,groceries,39.79,debit,False
C0001,2026-04-04,Supermarket,groceries,45.75,debit,False
C0001,2026-04-07,Gym,subscription,29.99,debit,True
C0001,2026-04-08,Rail,transport,17.15,debit,False
C0001,2026-04-09,Coffee Shop,eating_out,2.26,debit,False
C0001,2026-04-09,Fuel,transport,33.41,debit,False
C0001,2026-04-09,Rail,transport,20.58,debit,False
C0001,2026-04-11,Video Streaming,subscription,10.99,debit,True
C0001,2026-04-13,Electricity,utilities,89.33,debit,True
C0001,2026-04-15,Cloud Storage,subscription,2.99,debit,True
C0001,2026-04-19,Rail,transport,19.66,debit,False
C0001,2026-04-19,Rent / Mortgage,housing,851.72,debit,True
C0001,2026-04-20,Coffee Shop,eating_out,2.26,debit,False
C0001,2026-04-20,Online Retailer,shopping,24.18,debit,False
C0001,2026-04-21,Online Retailer,shopping,29.3,debit,False
C0001,2026-04-24,Fuel,transport,43.33,debit,False
C0001,2026-04-24,Online Retailer,shopping,40.4,debit,False
C0001,2026-04-25,Coffee Shop,eating_out,4.59,debit,False
C0001,2026-04-25,Fuel,transport,53.61,debit,False
C0001,2026-04-27,Employer Payroll,income,2747.68,credit,True
C0001,2026-05-01,Fuel,transport,48.37,debit,False
C0001,2026-05-01,Fuel,transport,37.19,debit,False
C0001,2026-05-03,Coffee Shop,eating_out,2.6,debit,False
C0001,2026-05-05,Restaurant,eating_out,33.44,debit,False
C0001,2026-05-05,Supermarket,groceries,69.95,debit,False
C0001,2026-05-06,Gym,subscription,29.99,debit,True
C0001,2026-05-09,Supermarket,groceries,47.72,debit,False
C0001,2026-05-10,Fuel,transport,48.21,debit,False
C0001,2026-05-11,Restaurant,eating_out,32.29,debit,False
C0001,2026-05-11,Video Streaming,subscription,10.99,debit,True
C0001,2026-05-13,Coffee Shop,eating_out,5.37,debit,False
C0001,2026-05-14,Coffee Shop,eating_out,3.36,debit,False
C0001,2026-05-14,Online Retailer,shopping,10.85,debit,False
C0001,2026-05-14,Online Retailer,shopping,28.61,debit,False
C0001,2026-05-14,Restaurant,eating_out,31.25,debit,False
C0001,2026-05-14,Restaurant,eating_out,26.99,debit,False
C0001,2026-05-15,Cloud Storage,subscription,2.99,debit,True
C0001,2026-05-15,Rent / Mortgage,housing,857.37,debit,True
C0001,2026-05-16,Supermarket,groceries,167.72,debit,False
C0001,2026-05-17,Electricity,utilities,74.08,debit,True
C0001,2026-05-19,Online Retailer,shopping,17.34,debit,False
C0001,2026-05-20,Supermarket,groceries,54.9,debit,False
C0001,2026-05-23,Fuel,transport,44.67,debit,False
C0001,2026-05-23,Supermarket,groceries,88.7,debit,False
C0001,2026-05-24,Fuel,transport,58.86,debit,False
C0001,2026-05-24,Supermarket,groceries,25.23,debit,False
C0001,2026-05-25,Supermarket,groceries,22.8,debit,False
C0001,2026-05-27,Employer Payroll,income,2746.46,credit,True
C0001,2026-05-29,Rail,transport,23.08,debit,False
C0001,2026-05-30,Fuel,transport,48.9,debit,False
C0001,2026-05-31,Online Retailer,shopping,28.96,debit,False
C0001,2026-05-31,Supermarket,groceries,54.44,debit,False
C0001,2026-06-02,Coffee Shop,eating_out,24.71,debit,False
C0001,2026-06-02,Online Retailer,shopping,37.63,debit,False
C0001,2026-06-03,Coffee Shop,eating_out,4.63,debit,False
C0001,2026-06-03,Rail,transport,16.96,debit,False
C0001,2026-06-06,Online Retailer,shopping,72.83,debit,False
C0001,2026-06-09,Fuel,transport,42.2,debit,False
C0001,2026-06-10,Gym,subscription,29.99,debit,True
C0001,2026-06-10,Video Streaming,subscription,10.99,debit,True
C0001,2026-06-11,Restaurant,eating_out,57.22,debit,False
C0001,2026-06-11,Supermarket,groceries,34.02,debit,False
C0001,2026-06-13,Coffee Shop,eating_out,3.49,debit,False
C0001,2026-06-15,Coffee Shop,eating_out,6.35,debit,False
C0001,2026-06-15,Electricity,utilities,79.9,debit,True
C0001,2026-06-16,Supermarket,groceries,61.4,debit,False
C0001,2026-06-18,Cloud Storage,subscription,2.99,debit,True
C0001,2026-06-18,Online Retailer,shopping,205.24,debit,False
C0001,2026-06-18,Rent / Mortgage,housing,812.84,debit,True
C0001,2026-06-19,Supermarket,groceries,53.69,debit,False
C0001,2026-06-21,Coffee Shop,eating_out,3.29,debit,False
C0001,2026-06-22,Restaurant,eating_out,21.82,debit,False
C0001,2026-06-23,Rail,transport,16.09,debit,False
C0001,2026-06-24,Fuel,transport,66.5,debit,False
C0001,2026-06-26,Supermarket,groceries,24.7,debit,False
C0001,2026-06-27,Employer Payroll,income,2737.92,credit,True
C0001,2026-06-27,Supermarket,groceries,37.81,debit,False
C0001,2026-06-29,Coffee Shop,eating_out,2.68,debit,False
C0001,2026-06-29,Coffee Shop,eating_out,2.34,debit,False
C0001,2026-06-30,Online Retailer,shopping,27.33,debit,False
C0002,2026-01-01,Electricity,utilities,81.23,debit,True
C0002,2026-01-01,Music Streaming,subscription,10.99,debit,True
C0002,2026-01-01,Restaurant,eating_out,32.9,debit,False
C0002,2026-01-02,Online Retailer,shopping,43.16,debit,False
C0002,2026-01-02,Restaurant,eating_out,45.0,debit,False
C0002,2026-01-03,Rail,transport,6.65,debit,False
C0002,2026-01-04,Broadband,utilities,31.47,debit,True
C0002,2026-01-04,Online Retailer,shopping,17.46,debit,False
C0002,2026-01-07,Coffee Shop,eating_out,1.98,debit,False
C0002,2026-01-07,Rail,transport,16.97,debit,False
C0002,2026-01-07,Rail,transport,15.55,debit,False
C0002,2026-01-08,Supermarket,groceries,39.08,debit,False
C0002,2026-01-09,Rail,transport,8.23,debit,False
C0002,2026-01-09,Rail,transport,10.73,debit,False
C0002,2026-01-09,Restaurant,eating_out,19.37,debit,False
C0002,2026-01-10,Online Retailer,shopping,15.22,debit,False
C0002,2026-01-10,Supermarket,groceries,14.03,debit,False
C0002,2026-01-11,Fuel,transport,43.42,debit,False
C0002,2026-01-12,Rent / Mortgage,housing,868.63,debit,True
C0002,2026-01-12,Video Streaming,subscription,10.99,debit,True
C0002,2026-01-13,Supermarket,groceries,58.01,debit,False
C0002,2026-01-14,Supermarket,groceries,76.29,debit,False
C0002,2026-01-16,Supermarket,groceries,16.61,debit,False
C0002,2026-01-17,Mobile Plan,utilities,24.13,debit,True
C0002,2026-01-17,Restaurant,eating_out,20.33,debit,False
C0002,2026-01-19,Cloud Storage,subscription,2.99,debit,True
C0002,2026-01-20,Online Retailer,shopping,33.08,debit,False
C0002,2026-01-22,Fuel,transport,17.01,debit,False
C0002,2026-01-22,Supermarket,groceries,43.63,debit,False
C0002,2026-01-23,Supermarket,groceries,39.79,debit,False
C0002,2026-01-23,Supermarket,groceries,20.76,debit,False
C0002,2026-01-25,Online Retailer,shopping,57.26,debit,False
C0002,2026-01-25,Restaurant,eating_out,76.17,debit,False
C0002,2026-01-26,Online Retailer,shopping,107.6,debit,False
C0002,2026-01-27,Supermarket,groceries,39.08,debit,False
C0002,2026-01-28,Employer Payroll,income,3371.17,credit,True
C0002,2026-01-28,Fuel,transport,37.31,debit,False
C0002,2026-01-29,Coffee Shop,eating_out,18.54,debit,False
C0002,2026-01-31,Fuel,transport,65.72,debit,False
C0002,2026-02-01,Electricity,utilities,50.97,debit,True
C0002,2026-02-01,Music Streaming,subscription,10.99,debit,True
C0002,2026-02-02,Broadband,utilities,32.54,debit,True
C0002,2026-02-02,Coffee Shop,eating_out,3.91,debit,False
C0002,2026-02-02,Restaurant,eating_out,48.05,debit,False
C0002,2026-02-03,Rail,transport,24.05,debit,False
C0002,2026-02-04,Coffee Shop,eating_out,4.58,debit,False
C0002,2026-02-12,Restaurant,eating_out,10.62,debit,False
C0002,2026-02-13,Coffee Shop,eating_out,4.53,debit,False
C0002,2026-02-13,Rail,transport,27.34,debit,False
C0002,2026-02-14,Rent / Mortgage,housing,848.29,debit,True
C0002,2026-02-14,Video Streaming,subscription,10.99,debit,True
C0002,2026-02-16,Mobile Plan,utilities,23.59,debit,True
C0002,2026-02-18,Cloud Storage,subscription,2.99,debit,True
C0002,2026-02-19,Supermarket,groceries,65.34,debit,False
C0002,2026-02-19,Supermarket,groceries,37.83,debit,False
C0002,2026-02-20,Rail,transport,30.83,debit,False
C0002,2026-02-21,Rail,transport,17.28,debit,False
C0002,2026-02-22,Coffee Shop,eating_out,3.72,debit,False
C0002,2026-02-22,Supermarket,groceries,114.36,debit,False
C0002,2026-02-23,Online Retailer,shopping,26.72,debit,False
C0002,2026-02-25,Restaurant,eating_out,11.74,debit,False
C0002,2026-02-26,Coffee Shop,eating_out,3.13,debit,False
C0002,2026-02-26,Fuel,transport,25.28,debit,False
C0002,2026-02-28,Employer Payroll,income,3391.42,credit,True
C0002,2026-03-01,Electricity,utilities,78.64,debit,True
C0002,2026-03-02,Online Retailer,shopping,27.34,debit,False
C0002,2026-03-03,Fuel,transport,28.45,debit,False
C0002,2026-03-03,Music Streaming,subscription,10.99,debit,True
C0002,2026-03-03,Rail,transport,21.82,debit,False
C0002,2026-03-04,Broadband,utilities,32.01,debit,True
C0002,2026-03-07,Online Retailer,shopping,41.84,debit,False
C0002,2026-03-08,Fuel,transport,61.47,debit,False
C0002,2026-03-10,Video Streaming,subscription,10.99,debit,True
C0002,2026-03-12,Fuel,transport,49.7,debit,False
C0002,2026-03-13,Rail,transport,37.26,debit,False
C0002,2026-03-14,Fuel,transport,41.56,debit,False
C0002,2026-03-15,Fuel,transport,95.02,debit,False
C0002,2026-03-15,Mobile Plan,utilities,23.93,debit,True
C0002,2026-03-15,Supermarket,groceries,17.52,debit,False
C0002,2026-03-16,Cloud Storage,subscription,2.99,debit,True
C0002,2026-03-16,Rent / Mortgage,housing,820.11,debit,True
C0002,2026-03-18,Restaurant,eating_out,10.15,debit,False
C0002,2026-03-19,Online Retailer,shopping,45.69,debit,False
C0002,2026-03-20,Coffee Shop,eating_out,5.02,debit,False
C0002,2026-03-26,Restaurant,eating_out,22.54,debit,False
C0002,2026-03-27,Restaurant,eating_out,54.37,debit,False
C0002,2026-03-28,Employer Payroll,income,3365.4,credit,True
C0002,2026-03-28,Rail,transport,15.86,debit,False
C0002,2026-03-28,Rail,transport,33.66,debit,False
C0002,2026-03-29,Coffee Shop,eating_out,5.89,debit,False
C0002,2026-03-31,Restaurant,eating_out,40.44,debit,False
C0002,2026-04-01,Music Streaming,subscription,10.99,debit,True
C0002,2026-04-01,Online Retailer,shopping,23.2,debit,False
C0002,2026-04-02,Electricity,utilities,83.37,debit,True
C0002,2026-04-04,Broadband,utilities,32.55,debit,True
C0002,2026-04-05,Fuel,transport,36.54,debit,False
C0002,2026-04-06,Fuel,transport,60.65,debit,False
C0002,2026-04-11,Coffee Shop,eating_out,3.52,debit,False
C0002,2026-04-11,Online Retailer,shopping,42.25,debit,False
C0002,2026-04-12,Rent / Mortgage,housing,888.54,debit,True
C0002,2026-04-12,Supermarket,groceries,51.98,debit,False
C0002,2026-04-12,Video Streaming,subscription,10.99,debit,True
C0002,2026-04-14,Mobile Plan,utilities,24.18,debit,True
C0002,2026-04-14,Rail,transport,21.57,debit,False
C0002,2026-04-14,Supermarket,groceries,50.85,debit,False
C0002,2026-04-15,Restaurant,eating_out,53.12,debit,False
C0002,2026-04-17,Fuel,transport,43.06,debit,False
C0002,2026-04-17,Rail,transport,10.3,debit,False
C0002,2026-04-17,Rail,transport,5.44,debit,False
C0002,2026-04-18,Cloud Storage,subscription,2.99,debit,True
C0002,2026-04-18,Fuel,transport,50.84,debit,False
C0002,2026-04-23,Supermarket,groceries,32.96,debit,False
C0002,2026-04-25,Rail,transport,33.0,debit,False
C0002,2026-04-25,Restaurant,eating_out,33.8,debit,False
C0002,2026-04-28,Coffee Shop,eating_out,9.23,debit,False
C0002,2026-04-28,Employer Payroll,income,3388.93,credit,True
C0002,2026-04-28,Online Retailer,shopping,28.58,debit,False
C0002,2026-04-28,Supermarket,groceries,63.8,debit,False
C0002,2026-04-29,Online Retailer,shopping,57.44,debit,False
C0002,2026-04-29,Online Retailer,shopping,19.77,debit,False
C0002,2026-05-01,Electricity,utilities,86.21,debit,True
C0002,2026-05-02,Online Retailer,shopping,15.22,debit,False
C0002,2026-05-03,Coffee Shop,eating_out,6.48,debit,False
C0002,2026-05-03,Music Streaming,subscription,10.99,debit,True
C0002,2026-05-03,Rail,transport,8.83,debit,False
C0002,2026-05-05,Broadband,utilities,32.54,debit,True
C0002,2026-05-05,Fuel,transport,27.8,debit,False
C0002,2026-05-08,Coffee Shop,eating_out,5.55,debit,False
C0002,2026-05-08,Online Retailer,shopping,27.88,debit,False
C0002,2026-05-09,Restaurant,eating_out,48.87,debit,False
C0002,2026-05-13,Fuel,transport,35.18,debit,False
C0002,2026-05-13,Mobile Plan,utilities,23.49,debit,True
C0002,2026-05-13,Online Retailer,shopping,13.65,debit,False
C0002,2026-05-13,Video Streaming,subscription,10.99,debit,True
C0002,2026-05-14,Fuel,transport,49.56,debit,False
C0002,2026-05-14,Fuel,transport,61.62,debit,False
C0002,2026-05-15,Online Retailer,shopping,37.68,debit,False
C0002,2026-05-15,Rail,transport,26.65,debit,False
C0002,2026-05-16,Rail,transport,14.56,debit,False
C0002,2026-05-16,Rent / Mortgage,housing,866.26,debit,True
C0002,2026-05-17,Rail,transport,20.48,debit,False
C0002,2026-05-17,Rail,transport,11.46,debit,False
C0002,2026-05-19,Cloud Storage,subscription,2.99,debit,True
C0002,2026-05-19,Fuel,transport,51.54,debit,False
C0002,2026-05-20,Restaurant,eating_out,20.01,debit,False
C0002,2026-05-20,Supermarket,groceries,76.46,debit,False
C0002,2026-05-21,Online Retailer,shopping,23.08,debit,False
C0002,2026-05-21,Online Retailer,shopping,18.36,debit,False
C0002,2026-05-21,Rail,transport,27.13,debit,False
C0002,2026-05-22,Online Retailer,shopping,30.08,debit,False
C0002,2026-05-22,Online Retailer,shopping,67.27,debit,False
C0002,2026-05-23,Coffee Shop,eating_out,8.98,debit,False
C0002,2026-05-24,Supermarket,groceries,84.66,debit,False
C0002,2026-05-25,Fuel,transport,43.44,debit,False
C0002,2026-05-26,Rail,transport,8.58,debit,False
C0002,2026-05-27,Restaurant,eating_out,95.95,debit,False
C0002,2026-05-28,Employer Payroll,income,3377.25,credit,True
C0002,2026-06-01,Coffee Shop,eating_out,10.42,debit,False
C0002,2026-06-01,Fuel,transport,46.85,debit,False
C0002,2026-06-02,Electricity,utilities,70.25,debit,True
C0002,2026-06-02,Music Streaming,subscription,10.99,debit,True
C0002,2026-06-02,Rail,transport,20.37,debit,False
C0002,2026-06-03,Broadband,utilities,33.49,debit,True
C0002,2026-06-03,Coffee Shop,eating_out,3.44,debit,False
C0002,2026-06-03,Supermarket,groceries,21.18,debit,False
C0002,2026-06-04,Fuel,transport,46.56,debit,False
C0002,2026-06-04,Fuel,transport,41.65,debit,False
C0002,2026-06-04,Restaurant,eating_out,73.61,debit,False
C0002,2026-06-04,Supermarket,groceries,30.29,debit,False
C0002,2026-06-05,Fuel,transport,77.37,debit,False
C0002,2026-06-06,Restaurant,eating_out,42.98,debit,False
C0002,2026-06-11,Video Streaming,subscription,10.99,debit,True
C0002,2026-06-12,Fuel,transport,57.78,debit,False
C0002,2026-06-13,Online Retailer,shopping,5.09,debit,False
C0002,2026-06-14,Rail,transport,13.86,debit,False
C0002,2026-06-14,Restaurant,eating_out,17.82,debit,False
C0002,2026-06-14,Supermarket,groceries,55.94,debit,False
C0002,2026-06-15,Restaurant,eating_out,84.85,debit,False
C0002,2026-06-16,Rail,transport,18.47,debit,False
C0002,2026-06-16,Rent / Mortgage,housing,824.15,debit,True
C0002,2026-06-16,Supermarket,groceries,40.71,debit,False
C0002,2026-06-17,Coffee Shop,eating_out,7.61,debit,False
C0002,2026-06-17,Mobile Plan,utilities,23.94,debit,True
C0002,2026-06-17,Online Retailer,shopping,54.28,debit,False
C0002,2026-06-18,Cloud Storage,subscription,2.99,debit,True
C0002,2026-06-21,Coffee Shop,eating_out,4.14,debit,False
C0002,2026-06-23,Online Retailer,shopping,242.66,debit,False
C0002,2026-06-24,Coffee Shop,eating_out,4.25,debit,False
C0002,2026-06-25,Restaurant,eating_out,13.45,debit,False
C0002,2026-06-27,Coffee Shop,eating_out,6.64,debit,False
C0002,2026-06-27,Fuel,transport,76.62,debit,False
C0002,2026-06-27,Online Retailer,shopping,11.58,debit,False
C0002,2026-06-27,Restaurant,eating_out,18.91,debit,False
C0002,2026-06-28,Employer Payroll,income,3393.6,credit,True
C0002,2026-06-28,Rail,transport,20.31,debit,False
C0002,2026-06-29,Rail,transport,11.08,debit,False
C0002,2026-06-30,Coffee Shop,eating_out,2.49,debit,False
C0003,2026-01-01,Coffee Shop,eating_out,4.79,debit,False
C0003,2026-01-02,Electricity,utilities,89.72,debit,True
C0003,2026-01-03,Broadband,utilities,31.81,debit,True
C0003,2026-01-03,Rail,transport,13.48,debit,False
C0003,2026-01-04,Coffee Shop,eating_out,2.54,debit,False
C0003,2026-01-04,Video Streaming,subscription,10.99,debit,True
C0003,2026-01-05,Online Retailer,shopping,22.94,debit,False
C0003,2026-01-06,Gym,subscription,29.99,debit,True
C0003,2026-01-08,Online Retailer,shopping,11.38,debit,False
C0003,2026-01-09,Music Streaming,subscription,10.99,debit,True
C0003,2026-01-09,Supermarket,groceries,24.13,debit,False
C0003,2026-01-10,Fuel,transport,30.99,debit,False
C0003,2026-01-11,Cloud Storage,subscription,2.99,debit,True
C0003,2026-01-12,Rail,transport,28.58,debit,False
C0003,2026-01-13,Online Retailer,shopping,44.1,debit,False
C0003,2026-01-17,Fuel,transport,60.69,debit,False
C0003,2026-01-18,Rail,transport,21.03,debit,False
C0003,2026-01-18,Restaurant,eating_out,10.07,debit,False
C0003,2026-01-19,Online Retailer,shopping,109.65,debit,False
C0003,2026-01-19,Restaurant,eating_out,22.29,debit,False
C0003,2026-01-22,Mobile Plan,utilities,23.56,debit,True
C0003,2026-01-22,Restaurant,eating_out,31.79,debit,False
C0003,2026-01-23,Coffee Shop,eating_out,5.59,debit,False
C0003,2026-01-23,Restaurant,eating_out,32.51,debit,False
C0003,2026-01-24,Fuel,transport,43.48,debit,False
C0003,2026-01-24,Restaurant,eating_out,28.1,debit,False
C0003,2026-01-25,Employer Payroll,income,2369.17,credit,True
C0003,2026-01-28,Rail,transport,22.85,debit,False
C0003,2026-01-28,Restaurant,eating_out,14.13,debit,False
C0003,2026-01-30,Coffee Shop,eating_out,6.32,debit,False
C0003,2026-01-30,Online Retailer,shopping,36.1,debit,False
C0003,2026-01-30,Restaurant,eating_out,52.55,debit,False
C0003,2026-02-02,Coffee Shop,eating_out,11.03,debit,False
C0003,2026-02-02,Electricity,utilities,66.06,debit,True
C0003,2026-02-02,Online Retailer,shopping,48.09,debit,False
C0003,2026-02-03,Broadband,utilities,31.35,debit,True
C0003,2026-02-03,Rail,transport,14.69,debit,False
C0003,2026-02-04,Video Streaming,subscription,10.99,debit,True
C0003,2026-02-05,Fuel,transport,40.28,debit,False
C0003,2026-02-05,Supermarket,groceries,42.72,debit,False
C0003,2026-02-06,Gym,subscription,29.99,debit,True
C0003,2026-02-08,Coffee Shop,eating_out,1.56,debit,False
C0003,2026-02-09,Music Streaming,subscription,10.99,debit,True
C0003,2026-02-12,Cloud Storage,subscription,2.99,debit,True
C0003,2026-02-14,Coffee Shop,eating_out,4.2,debit,False
C0003,2026-02-14,Fuel,transport,28.97,debit,False
C0003,2026-02-15,Coffee Shop,eating_out,4.43,debit,False
C0003,2026-02-15,Supermarket,groceries,70.44,debit,False
C0003,2026-02-16,Fuel,transport,47.92,debit,False
C0003,2026-02-17,Restaurant,eating_out,14.68,debit,False
C0003,2026-02-19,Rail,transport,15.21,debit,False
C0003,2026-02-20,Mobile Plan,utilities,23.9,debit,True
C0003,2026-02-20,Restaurant,eating_out,46.1,debit,False
C0003,2026-02-21,Coffee Shop,eating_out,6.03,debit,False
C0003,2026-02-23,Fuel,transport,28.04,debit,False
C0003,2026-02-23,Supermarket,groceries,52.08,debit,False
C0003,2026-02-25,Employer Payroll,income,2362.46,credit,True
C0003,2026-02-25,Rail,transport,14.51,debit,False
C0003,2026-02-28,Supermarket,groceries,55.01,debit,False
C0003,2026-02-28,Supermarket,groceries,80.71,debit,False
C0003,2026-03-02,Video Streaming,subscription,10.99,debit,True
C0003,2026-03-03,Fuel,transport,37.41,debit,False
C0003,2026-03-03,Rail,transport,14.13,debit,False
C0003,2026-03-03,Restaurant,eating_out,21.84,debit,False
C0003,2026-03-03,Supermarket,groceries,60.6,debit,False
C0003,2026-03-04,Electricity,utilities,56.24,debit,True
C0003,2026-03-04,Online Retailer,shopping,42.05,debit,False
C0003,2026-03-06,Broadband,utilities,33.14,debit,True
C0003,2026-03-07,Gym,subscription,29.99,debit,True
C0003,2026-03-10,Cloud Storage,subscription,2.99,debit,True
C0003,2026-03-10,Music Streaming,subscription,10.99,debit,True
C0003,2026-03-10,Online Retailer,shopping,31.86,debit,False
C0003,2026-03-13,Online Retailer,shopping,47.41,debit,False
C0003,2026-03-13,Online Retailer,shopping,42.55,debit,False
C0003,2026-03-13,Online Retailer,shopping,46.89,debit,False
C0003,2026-03-13,Restaurant,eating_out,28.24,debit,False
C0003,2026-03-14,Online Retailer,shopping,23.45,debit,False
C0003,2026-03-15,Rail,transport,18.95,debit,False
C0003,2026-03-16,Restaurant,eating_out,50.08,debit,False
C0003,2026-03-17,Coffee Shop,eating_out,4.84,debit,False
C0003,2026-03-17,Supermarket,groceries,47.33,debit,False
C0003,2026-03-21,Restaurant,eating_out,28.05,debit,False
C0003,2026-03-23,Mobile Plan,utilities,23.88,debit,True
C0003,2026-03-23,Supermarket,groceries,29.83,debit,False
C0003,2026-03-25,Employer Payroll,income,2376.83,credit,True
C0003,2026-03-26,Supermarket,groceries,40.94,debit,False
C0003,2026-03-26,Supermarket,groceries,49.25,debit,False
C0003,2026-03-27,Supermarket,groceries,54.19,debit,False
C0003,2026-03-30,Coffee Shop,eating_out,4.55,debit,False
C0003,2026-03-31,Fuel,transport,24.18,debit,False
C0003,2026-04-02,Fuel,transport,30.43,debit,False
C0003,2026-04-03,Online Retailer,shopping,38.86,debit,False
C0003,2026-04-04,Electricity,utilities,88.89,debit,True
C0003,2026-04-04,Gym,subscription,29.99,debit,True
C0003,2026-04-04,Video Streaming,subscription,10.99,debit,True
C0003,2026-04-05,Broadband,utilities,32.73,debit,True
C0003,2026-04-05,Restaurant,eating_out,20.69,debit,False
C0003,2026-04-07,Online Retailer,shopping,104.18,debit,False
C0003,2026-04-07,Online Retailer,shopping,45.79,debit,False
C0003,2026-04-08,Restaurant,eating_out,24.36,debit,False
C0003,2026-04-09,Rail,transport,6.27,debit,False
C0003,2026-04-10,Cloud Storage,subscription,2.99,debit,True
